Code	Country	PTJ1 (wds)	PTJ2 (wds)	SMK1 (wds)	SMK2 (wds)	Self Ev	Sex	Age	Grade/Degree	Yrs of Stay (< Yrs)	ENS Type	Major/ Occupation	Acad. Genre	Test	Score	VST	CEFR	INTM	INSM	INTM+INSM	INTM-INSM	Primary	Secondary	College	Inschool	Outschool	Listening	Reading	Speaking	Writing	NS	Pronunciation	Presentation	EssayW
SM_IDN_090	IDN	86	56	74	69	1	M	22	3	N/A	N/A	English Literature	Humanities	N/A	N/A	44	B1_2	4.5	4.83	9.33	-0.33	3	3.38	3	3.22	3.11	3.25	3.5	3	3	3	3	3	4
SM_IDN_091	IDN	152	144	137	93	1	M	19	3	N/A	N/A	American Studies	Humanities	N/A	N/A	36	B1_2	5.17	4.67	9.84	0.5	3	2.88	4.13	3.89	3	4.5	3.25	3.75	2.5	5	6	5	6
SM_IDN_092	IDN	118	110	114	91	1	F	19	4	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	472 	35	A2_0	4.67	5.17	9.84	-0.5	5.5	4.88	5.25	5.56	4.67	5	5.5	4.75	5	6	5	4	6
SM_IDN_093	IDN	98	75	106	97	1	M	19	4	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	472 	35	A2_0	4.67	5.17	9.84	-0.5	5.5	4.88	5.25	5.56	4.67	5	5.5	4.75	5	6	5	4	6
SM_IDN_094	IDN	93	103	94	98	1	F	19	3	N/A	N/A	English	Humanities	N/A	N/A	38	B1_2	5	5.17	10.17	-0.17	2	2	4.38	3.22	2.89	3.25	3.25	3	3.25	5	5	5	5
SM_IDN_095	IDN	147	151	92	106	1	F	19	3	N/A	N/A	English	Humanities	N/A	N/A	38	B1_2	5	5.17	10.17	-0.17	2	2	4.38	3.22	2.89	3.25	3.25	3	3.25	5	5	5	5
SM_IDN_096	IDN	99	95	94	100	2	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	37	B1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SM_IDN_097	IDN	140	147	127	137	2	F	20	1	N/A	N/A	English	Humanities	N/A	N/A	46	B1_2	5.17	5.33	10.5	-0.16	4	4.25	4.88	4.78	4.22	4.5	4.5	4.75	4.5	5	5	5	5
SM_IDN_098	IDN	134	171	154	157	1	F	20	3	N/A	N/A	English Literature	Humanities	N/A	N/A	44	B1_2	4.5	5.17	9.67	-0.67	1	4.38	4.88	4.11	4.33	4.75	4.75	4.25	4.75	5	5	5	5
SM_IDN_099	IDN	88	92	75	99	1	F	20	3	N/A	N/A	American Studies	Humanities	N/A	N/A	37	B1_2	6	4.5	10.5	1.5	4.5	5	5	5.44	4.44	5.5	5	5	4.5	3	6	5	5
SM_IDN_100	IDN	75	64	60	78	1	M	20	4	N/A	N/A	English Literature	Humanities	N/A	N/A	44	B1_2	5.33	4.17	9.5	1.16	2	2.5	5	3.56	3.56	4.5	3.5	3.5	3.5	4	4	4	4
SM_JPN_001	JPN	93	102	89	90	1	F	20	2	N/A	N/A	Economics	Social Sciences	TOEIC	800 	44	B2_0	5.67	4	9.67	1.67	3.5	3.25	4.25	2.11	5.33	3.75	4.25	3.5	3.5	6	5	6	6
SM_JPN_002	JPN	35	41	45	44	1	M	20	3	N/A	N/A	Technology	Sciences & Technology	TOEIC	740 	41	B1_2	5.33	4.67	10	0.66	1	2.25	1.88	1.22	2.67	1.5	2.75	1.25	2.75	4	2	5	1
SM_JPN_003	JPN	104	88	77	97	0	M	37	D	N/A	N/A	Science	Sciences & Technology	TOEIC	800 	30	B2_0	5.17	4	9.17	1.17	1	2.25	1.5	2.22	1.33	1.5	3	1.25	1.75	5	4	1	1
SM_JPN_004	JPN	68	64	48	67	1	M	21	3	N/A	N/A	Human Development	Humanities	TOEIC	715 	47	B1_2	4	4	8	0	6	3.63	3.5	4.11	3.56	3.25	4.5	2.5	4	6	4	5	3
SM_JPN_005	JPN	75	70	66	69	1	M	49	D	N/A	N/A	Culture	Humanities	TOEIC	905 	40	B2_0	5.67	3.5	9.17	2.17	1	3.63	1.5	2.78	2	3	3	2	2.25	5	3	5	5
SM_JPN_006	JPN	86	70	67	69	2	M	22	3	N/A	N/A	Humanities	Humanities	TOEIC	825 	46	B2_0	5	4	9	1	1.5	1.88	3.63	2.78	2.44	3.25	3.25	2.75	1.75	3	3	5	1
SM_JPN_007	JPN	59	60	55	65	1	F	24	M	N/A	N/A	Culture	Humanities	TOEIC	820 	36	B2_0	5.5	3.67	9.17	1.83	1.5	3.63	3.13	2.11	4.22	3.75	3.75	3	3	4	5	6	4
SM_JPN_008	JPN	90	85	85	84	1	M	20	2	N/A	N/A	Culture	Humanities	TOEIC	810 	42	B2_0	4.5	2.17	6.67	2.33	1	3.75	2.5	2	3.78	3.75	4.5	1.75	2.5	4	1	1	4
SM_JPN_009	JPN	73	99	69	75	1	M	19	1	N/A	N/A	Marine Science	Sciences & Technology	TOEIC	795 	29	B2_0	2.33	4	6.33	-1.67	1.5	3.13	2.13	3.33	1.67	2.25	4	2.25	2	6	1	1	1
SM_JPN_010	JPN	85	111	60	92	1	M	20	1	N/A	N/A	Agriculture	Sciences & Technology	TOEIC	760 	36	B1_2	4	4	8	0	2	3.38	1.75	3.11	1.89	2.75	2.75	2.5	2.25	5	1	5	5
SM_JPN_011	JPN	114	144	99	120	2	M	23	4	N/A	N/A	Culture	Humanities	TOEIC	930 	33	B2_0	4.33	5	9.33	-0.67	1.5	2.88	2.25	2.56	2.33	2.5	3	2.25	2.5	4	3	2	2
SM_JPN_012	JPN	68	84	68	67	1	M	21	2	N/A	N/A	Human Development	Humanities	TOEIC	745 	34	B1_2	5	2.67	7.67	2.33	1.5	3.5	4	4	3	4	4	3.5	3.5	5	4	6	5
SM_JPN_013	JPN	59	78	66	73	1	F	21	3	N/A	N/A	Business	Social Sciences	TOEIC	790 	35	B2_0	6	5.67	11.67	0.33	2.5	3.75	2.75	3	3.33	3.75	3.75	3.25	2.25	3	3	1	1
SM_JPN_014	JPN	75	107	45	78	0	M	23	4	N/A	N/A	Human Development	Humanities	TOEIC	830 	31	B2_0	3.5	4.67	8.17	-1.17	1	3.38	2.38	2.67	2.67	3.25	3.5	1.75	3	5	3	2	2
SM_JPN_015	JPN	73	79	68	69	1	F	21	3	N/A	N/A	Culture	Humanities	TOEIC	765 	35	B1_2	2.67	4.17	6.84	-1.5	1	2.63	2	2.44	1.89	2	2.25	2.25	2.75	5	5	5	1
SM_JPN_016	JPN	83	96	68	92	1	M	22	M	N/A	N/A	Culture	Humanities	TOEIC	705 	31	B1_2	4.33	4.33	8.66	0	1	3.63	1.5	2.33	2.44	2	3.75	2	2.5	2	1	1	1
SM_JPN_017	JPN	64	70	56	45	1	M	22	3	N/A	N/A	Business	Social Sciences	TOEIC	770 	28	B1_2	5.67	5.17	10.84	0.5	1.5	3.25	3	2.44	3.44	3.25	4.25	2.25	2.75	3	3	1	1
SM_JPN_018	JPN	86	124	76	121	0	F	19	2	N/A	N/A	Business	Social Sciences	TOEIC	620 	38	B1_1	4.5	4.5	9	0	1	3	4	3.89	2.56	3.75	4.75	2.25	3.25	1	6	6	6
SM_JPN_019	JPN	50	55	43	58	1	M	18	1	N/A	N/A	Economics	Social Sciences	TOEIC	575 	39	B1_1	5.67	2.67	8.34	3	1	3.13	3.13	2.33	3.44	3.75	3.5	2.25	3	2	2	3	3
SM_JPN_020	JPN	68	91	82	77	1	M	21	1	N/A	N/A	Science	Sciences & Technology	TOEIC	715 	37	B1_2	4.5	4.33	8.83	0.17	3	3.25	3	2.56	3.67	3.5	3.25	2.75	3	1	4	2	1
SM_JPN_021	JPN	43	69	41	54	1	M	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	533 	34	B1_2	4	4.5	8.5	-0.5	1	2.38	2.13	2	2.22	2.25	2.5	2	2.25	3	4	4	2
SM_JPN_022	JPN	56	75	42	73	1	M	19	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	533 	29	B1_2	3.67	4.5	8.17	-0.83	2	4	3.5	3.78	3.33	3.75	3.75	3.75	3.75	5	2	2	2
SM_JPN_023	JPN	53	78	63	84	2	M	19	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	497 	32	B1_1	5.67	5.17	10.84	0.5	2	3.13	4	3.44	3.33	3.5	3.75	3.5	3.5	1	4	2	4
SM_JPN_024	JPN	64	100	83	87	1	M	18	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	447 	33	A2_0	4.33	4.83	9.16	-0.5	1	4	2.63	2.89	3.22	2.75	3.75	3	3.75	3	3	3	1
SM_JPN_025	JPN	87	86	83	112	1	F	18	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	493 	44	B1_1	3.33	3.83	7.16	-0.5	2	3.38	3.5	3.56	3	3.25	4	2.75	3.75	5	5	4	2
SM_JPN_026	JPN	26	49	48	51	2	M	19	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	487 	35	B1_1	5	5.67	10.67	-0.67	2.5	3.25	4.75	3.89	3.78	4	4	4	4	4	4	3	3
SM_JPN_027	JPN	22	68	51	68	1	F	18	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	473 	37	A2_0	3.17	3.67	6.84	-0.5	2	2.5	3.25	3.56	2	2.75	2.75	2.75	3.25	5	4	3	3
SM_JPN_028	JPN	60	57	42	69	1	M	18	1	N/A	N/A	Science	Sciences & Technology	TOEIC	640 	36	B1_1	6	6	12	0	1	2.25	3.75	4.33	1.22	3.25	3	2.75	3	1	1	1	3
SM_JPN_029	JPN	39	63	36	59	2	M	18	1	N/A	N/A	Science	Sciences & Technology	TOEIC	665 	26	B1_1	4.5	5.33	9.83	-0.83	2	3	3.38	4	2.11	3	3.75	3	3	6	4	2	2
SM_JPN_030	JPN	44	68	37	63	1	M	18	1	N/A	N/A	Science	Sciences & Technology	TOEIC	495 	33	A2_0	5	5	10	0	1	1	1	1	1	1	1	1	1	1	1	1	1
SM_JPN_031	JPN	72	63	60	62	1	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	480 	43	A2_0	6	5.33	11.33	0.67	4	5.38	5.5	5.67	4.89	5.75	6	4	6	5	4	3	5
SM_JPN_032	JPN	83	121	85	107	1	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	497 	40	B1_1	5.83	4	9.83	1.83	3.5	4.75	3.75	4.33	4	4.25	4.75	3.75	4.25	4	3	2	3
SM_JPN_033	JPN	42	66	41	55	1	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	440 	43	A2_0	4.83	5.17	10	-0.34	3.5	5	2.38	4.11	3.22	4	4	3.5	3.25	4	4	4	3
SM_JPN_034	JPN	47	59	43	65	0	F	19	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	517 	36	B1_1	5.83	4	9.83	1.83	3.5	3.13	2.75	2.89	3.11	3	3	3.25	2.5	6	6	5	2
SM_JPN_035	JPN	67	102	89	91	1	F	19	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	513 	38	B1_1	4.33	4	8.33	0.33	1	3.88	2	2.67	2.78	1.75	3.75	2.75	3.5	1	4	4	2
SM_JPN_036	JPN	60	63	52	61	1	M	19	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	503 	32	B1_1	5	4.5	9.5	0.5	2	2.75	3	3.78	1.78	3.5	3.25	2.5	2.25	4	3	4	2
SM_JPN_037	JPN	79	82	73	76	1	M	18	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	500 	33	B1_1	3.67	4.67	8.34	-1	1	2.13	2.25	2.33	1.78	2	2.5	2	2.25	5	3	3	2
SM_JPN_038	JPN	67	80	62	79	0	F	19	1	N/A	N/A	Science	Sciences & Technology	TOEIC	670 	32	B1_2	4.83	4	8.83	0.83	1.5	3.75	2.63	4.11	1.89	3.25	3.5	2.75	3.25	5	5	5	6
SM_JPN_039	JPN	42	54	49	75	1	M	18	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	507 	35	B1_1	4.5	3.83	8.33	0.67	2.5	4.25	3.75	4.22	3.44	4.25	4.25	3.75	3.75	3	4	3	4
SM_JPN_040	JPN	53	97	70	97	1	F	19	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	523 	20	B1_1	2.17	3.33	5.5	-1.16	1	3.38	2.63	2.67	2.89	4.25	3	2.5	2.25	1	2	1	1
SM_JPN_041	JPN	74	113	73	82	3	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	497 	37	B1_1	5	4.83	9.83	0.17	5	4.88	4	5.11	3.89	4.5	5.25	4	4	6	6	6	6
SM_JPN_042	JPN	72	97	75	85	1	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	517 	29	B1_1	4.33	4.17	8.5	0.16	4	2.88	3.13	4.11	2.11	2.75	3.25	2.75	3.25	6	2	3	1
SM_JPN_043	JPN	48	75	60	59	2	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	477 	32	A2_0	4.5	3.33	7.83	1.17	2	2.75	3.88	3.33	3	3.5	3.25	2.75	3.75	1	2	2	3
SM_JPN_044	JPN	64	81	68	88	1	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	470 	42	A2_0	5.33	5.5	10.83	-0.17	3	3.75	3.38	4	3	4.25	4.5	2.75	2.75	4	4	3	4
SM_JPN_045	JPN	46	72	39	52	1	M	18	1	N/A	N/A	Economics	Social Sciences	TOEIC	630 	38	B1_1	4.67	3.83	8.5	0.84	1	4.63	3.13	3.56	3.56	4	4.75	2.75	4	3	5	3	4
SM_JPN_046	JPN	49	69	48	73	2	F	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	500 	37	B1_1	4.33	4	8.33	0.33	2	3	3	3.78	2	3.25	3.25	3	2.5	5	5	2	3
SM_JPN_047	JPN	57	122	61	74	1	M	19	2	N/A	N/A	Economics	Social Sciences	TOEIC	590 	36	B1_1	4.67	4.83	9.5	-0.16	1.5	3.5	3.63	3.44	3.22	3.75	4	2.5	4	4	3	3	3
SM_JPN_048	JPN	76	84	71	67	1	M	19	2	N/A	N/A	Economics	Social Sciences	TOEIC	645 	39	B1_1	5	2.17	7.17	2.83	2	3.75	3.75	3.33	3.78	4.25	4.25	2.75	3.75	4	3	1	4
SM_JPN_049	JPN	52	65	54	62	1	M	18	1	N/A	N/A	Medicine	Life Sciences	TOEFL (PBT)	480 	32	A2_0	5.67	5.17	10.84	0.5	3.5	3.75	3.25	4.89	2.11	3.75	3.75	2.75	3.75	6	5	4	3
SM_JPN_050	JPN	36	56	34	36	0	M	18	1	N/A	N/A	Economics	Social Sciences	TOEIC	290 	29	A2_0	4.83	4.5	9.33	0.33	1	3	4.13	3.78	2.78	3.25	3.75	3.25	4	1	3	3	2
SM_JPN_051	JPN	61	72	64	89	2	F	19	1	N/A	N/A	Business	Social Sciences	TOEIC	835 	35	B2_0	3.83	3.33	7.16	0.5	3	2.75	2.63	3.44	2	3.75	3	2	2	3	2	3	5
SM_JPN_052	JPN	62	69	48	58	0	M	19	1	N/A	N/A	Business	Social Sciences	TOEIC	635 	36	B1_1	4.33	5.83	10.16	-1.5	1.5	1.88	3	2.78	1.89	2.75	3	1.5	2.5	1	2	1	3
SM_JPN_053	JPN	46	98	86	89	0	M	22	4	N/A	N/A	Technology	Sciences & Technology	TOEIC	810 	34	B2_0	5.33	3.17	8.5	2.16	2	2.75	2.5	2.67	2.44	2.25	3.75	2.25	2.25	3	2	2	2
SM_JPN_054	JPN	91	113	87	87	3	M	22	4	N/A	N/A	Technology	Sciences & Technology	TOEIC	790 	41	B2_0	5.5	4.17	9.67	1.33	3	2.88	3.25	2.56	3.56	2.5	3	3	3.75	2	3	4	3
SM_JPN_055	JPN	61	73	87	69	1	M	22	3	N/A	N/A	Science	Sciences & Technology	TOEIC	825 	36	B2_0	5	5.33	10.33	-0.33	3	2.75	3.63	2.78	3.56	3.75	3.75	2.75	2.5	4	3	4	4
SM_JPN_056	JPN	47	59	43	61	1	M	25	3	N/A	N/A	Technology	Sciences & Technology	TOEIC	615 	29	B1_1	5.5	3.5	9	2	1	3.63	2.75	3	2.89	2.25	4.25	2	4.25	2	5	1	6
SM_JPN_057	JPN	48	30	40	26	0	M	20	2	N/A	N/A	Technology	Sciences & Technology	TOEIC	545 	30	A2_0	3.5	4	7.5	-0.5	1	1	3.5	1.89	2.33	2.25	2.25	2.25	2.25	3	3	3	2
SM_JPN_058	JPN	30	39	33	39	0	M	19	1	N/A	N/A	Technology	Sciences & Technology	TOEIC	770 	34	B1_2	3.17	4.17	7.34	-1	2	2.63	2.63	2.78	2.33	3	2.75	2.5	2.25	2	3	2	3
SM_JPN_059	JPN	72	80	60	68	0	F	25	M	0.5	N/A	Economics	Social Sciences	TOEIC	925 	41	B2_0	5.17	5.83	11	-0.66	1	1.75	4.13	3.33	2.11	2.5	4	2.25	3	3	3	4	5
SM_JPN_060	JPN	49	46	38	44	0	M	18	1	N/A	N/A	Marine Science	Sciences & Technology	TOEIC	620 	36	B1_1	3.5	5.17	8.67	-1.67	4	4	3.5	3.67	3.89	4.25	4.25	3	3.5	5	4	5	4
SM_JPN_061	JPN	60	53	63	69	0	F	22	4	N/A	N/A	Science	Sciences & Technology	TOEIC	635 	33	B1_1	4.17	4.5	8.67	-0.33	2	3.88	4.13	3.56	4	4	4.75	2.75	4.5	5	3	3	2
SM_JPN_062	JPN	64	79	88	86	0	F	19	2	0.5	N/A	Economics	Social Sciences	TOEIC	800 	35	B2_0	5	5.33	10.33	-0.33	2.5	4.13	2	2.67	3.33	3.25	3	3.25	2.75	5	5	5	4
SM_JPN_063	JPN	39	44	37	39	0	M	18	1	N/A	N/A	Agriculture	Sciences & Technology	TOEIC	540 	30	A2_0	4	5	9	-1	1	2.88	3.13	3.56	2	4	4.25	1.75	2	1	6	4	1
SM_JPN_064	JPN	73	90	60	75	1	M	19	1	N/A	N/A	Business	Social Sciences	TOEIC	485 	21	A2_0	5.17	2.67	7.84	2.5	1	2.13	2.63	2.78	1.67	2.25	3	1.5	2.75	3	2	4	2
SM_JPN_065	JPN	81	87	72	66	1	M	23	4	N/A	N/A	Economics	Social Sciences	TOEIC	905 	43	B2_0	4	3.83	7.83	0.17	2	2.5	3.5	3	2.78	3	3.5	2.25	3.25	5	5	4	4
SM_JPN_066	JPN	70	90	80	94	1	M	20	1	N/A	N/A	Technology	Sciences & Technology	TOEIC	725 	32	B1_2	4.5	4	8.5	0.5	1.5	1.75	2.63	1.78	2.44	1.5	2.5	2	2.75	5	4	3	4
SM_JPN_067	JPN	38	57	46	57	1	F	20	2	N/A	N/A	Agriculture	Sciences & Technology	TOEIC	690 	42	B1_2	4.5	4.33	8.83	0.17	1.5	4	1	2.22	2.56	2.5	2.75	2.25	2.5	6	6	4	5
SM_JPN_068	JPN	113	95	90	87	1	M	20	2	N/A	N/A	Agriculture	Sciences & Technology	TOEFL (iBT)	81 	33	B1_2	5.17	5.17	10.34	0	1	1	3.13	1	2.89	2.25	2.25	2	1.75	4	3	1	4
SM_JPN_069	JPN	102	105	80	87	2	M	21	3	N/A	N/A	Culture	Humanities	TOEIC	880 	47	B2_0	6	5.33	11.33	0.67	1.5	2.38	3.63	3	2.67	3	3.25	2.75	3	5	2	2	1
SM_JPN_070	JPN	54	61	50	63	1	F	22	4	N/A	N/A	Agriculture	Sciences & Technology	TOEIC	690 	36	B1_2	5.67	4	9.67	1.67	3.5	4.75	4.5	3.67	5.33	4.75	5	4.5	4.25	6	5	5	1
SM_JPN_071	JPN	74	76	53	64	0	M	22	3	N/A	N/A	Culture	Humanities	TOEIC	805 	33	B2_0	5	4.5	9.5	0.5	2	3.5	3.88	3.67	3.33	3.5	3.75	3.5	4	2	3	4	4
SM_JPN_072	JPN	63	79	52	57	1	M	18	1	N/A	N/A	Human Development	Humanities	TOEIC	660 	34	B1_1	5.17	4	9.17	1.17	1	3.88	5.38	4.89	3.56	4.25	4.75	4.25	5.25	6	4	5	5
SM_JPN_073	JPN	51	66	40	53	0	F	20	3	N/A	N/A	Law	Social Sciences	TOEIC	725 	31	B1_2	3	4	7	-1	1	2.25	1.25	2.11	1.22	1	2.75	1	2.25	1	1	3	3
SM_JPN_074	JPN	52	64	50	53	2	M	21	1	N/A	N/A	Human Development	Humanities	TOEIC	700 	33	B1_2	5.5	4.67	10.17	0.83	1.5	1.63	5.75	3.67	3.22	4	4	3.5	3.25	6	6	5	4
SM_JPN_075	JPN	49	45	31	49	0	M	22	3	N/A	N/A	Human Development	Humanities	TOEIC	685 	32	B1_2	2.5	1.83	4.33	0.67	1	3.5	1.75	2.22	2.67	2	3.5	1.5	3.5	6	6	6	6
SM_JPN_076	JPN	88	88	79	70	1	F	19	2	0.5	N/A	Business	Social Sciences	TOEFL (iBT)	59 	33	B1_1	5.33	4.33	9.66	1	5.5	3.5	4.75	4.67	3.89	4.25	4	4.25	4	4	4	4	5
SM_JPN_077	JPN	74	84	65	75	0	M	22	4	1	N/A	Science	Sciences & Technology	TOEFL (iBT)	82 	33	B1_2	5.17	4.5	9.67	0.67	2	1.25	3.25	2	2.44	2.5	2.5	2	2	5	2	3	1
SM_JPN_078	JPN	117	106	122	76	1	M	22	3	N/A	N/A	Technology	Sciences & Technology	TOEIC	755 	33	B1_2	4.67	4.17	8.84	0.5	3	3.63	2.88	3.22	3.22	3.5	3.75	2.75	3	4	4	2	3
SM_JPN_079	JPN	76	94	77	86	0	F	21	3	0.5	N/A	Economics	Social Sciences	TOEIC	800 	40	B2_0	4.83	4.5	9.33	0.33	2.5	4.25	3.63	3.33	4.22	4.25	4	3.5	4	4	4	5	4
SM_JPN_080	JPN	79	67	56	68	1	F	24	M	N/A	N/A	Medicine	Life Sciences	TOEIC	845 	37	B2_0	5	4	9	1	1	1.75	1.63	1.89	1.33	1.75	2	1.5	1.5	2	2	2	2
SM_JPN_081	JPN	64	66	63	80	1	F	19	2	N/A	N/A	Economics	Social Sciences	TOEIC	695 	34	B1_2	5.67	5.33	11	0.34	4	4	2	4.22	2	3	3	3	3	6	4	4	2
SM_JPN_082	JPN	49	39	48	39	0	M	22	4	N/A	N/A	Technology	Sciences & Technology	TOEIC	665 	25	B1_1	4.5	4.5	9	0	1.5	2	1.75	1.89	1.78	1.25	2.25	1.75	2.25	2	2	2	2
SM_JPN_083	JPN	60	44	60	48	1	M	22	4	N/A	N/A	Technology	Sciences & Technology	TOEIC	385 	30	A2_0	4.17	3	7.17	1.17	1	4.5	2	3.22	2.78	3.5	3.5	3	3	3	4	4	3
SM_JPN_084	JPN	110	137	99	89	2	M	20	2	1	N/A	Culture	Humanities	TOEFL (iBT)	77 	41	B1_2	4.83	5.33	10.16	-0.5	1.5	2.88	2.88	2.78	2.67	3.25	2.75	3.25	2.25	5	3	3	3
SM_JPN_085	JPN	88	75	81	64	2	M	19	1	N/A	N/A	Science	Sciences & Technology	TOEIC	825 	41	B2_0	5	6	11	-1	1	5	2.75	4	3.11	4.5	3.75	4	3.25	6	6	6	1
SM_JPN_086	JPN	58	59	52	42	0	F	20	2	N/A	N/A	Human Development	Humanities	TOEIC	625 	29	B1_1	4.17	4.17	8.34	0	2	4.25	3.25	4.22	2.89	3.5	4.5	2.75	4.25	4	2	4	2
SM_JPN_087	JPN	77	100	69	79	0	F	22	4	N/A	N/A	Culture	Humanities	TOEIC	830 	37	B2_0	4.67	2.83	7.5	1.84	1	1.25	3.63	1.56	3	2.25	2.75	2.25	2.5	1	3	3	2
SM_JPN_088	JPN	97	102	78	68	0	M	21	2	0.5	N/A	Law	Social Sciences	IELTS	6 	35	B2_0	4.5	3.83	8.33	0.67	1	2.63	3.63	2.89	2.89	3.25	4.75	2.25	2.25	4	2	2	3
SM_JPN_089	JPN	58	60	36	53	0	F	20	2	N/A	N/A	Human Development	Humanities	TOEIC	700 	30	B1_2	5	4.17	9.17	0.83	3	4.13	3.25	4.78	2.44	4	4.75	2.25	3.75	6	2	2	3
SM_JPN_090	JPN	40	42	42	41	0	M	24	4	N/A	N/A	Agriculture	Sciences & Technology	TOEIC	630 	31	B1_1	3.83	4	7.83	-0.17	1.5	2.25	2.25	2.78	1.56	2.5	2.5	1.5	2.5	1	3	2	2
SM_JPN_091	JPN	48	64	54	50	0	M	24	M	N/A	N/A	Agriculture	Sciences & Technology	TOEIC	650 	32	B1_1	4.5	4.83	9.33	-0.33	1.5	3.88	3.38	3.67	3.11	3.75	5	2	3.75	3	4	3	3
SM_JPN_092	JPN	42	47	46	57	0	M	20	3	N/A	N/A	Technology	Sciences & Technology	TOEIC	550 	23	B1_1	3.83	4.33	8.16	-0.5	1.5	3.75	2.88	3.67	2.56	3.25	4	3	3	5	3	5	2
SM_JPN_093	JPN	59	75	62	82	0	M	21	3	N/A	N/A	Technology	Sciences & Technology	TOEIC	665 	36	B1_1	4	4.5	8.5	-0.5	3	2.63	2.88	2.78	2.78	3	3	2.5	2.5	1	3	1	1
SM_JPN_094	JPN	73	46	50	49	0	F	21	3	N/A	N/A	Science	Sciences & Technology	TOEIC	490 	32	A2_0	2.33	3.17	5.5	-0.84	2	3.75	5.38	5.22	3.33	4.5	4.75	4.25	4.75	3	2	3	1
SM_JPN_095	JPN	57	39	52	62	0	F	20	3	N/A	N/A	Science	Sciences & Technology	TOEIC	740 	36	B1_2	5.17	5.33	10.5	-0.16	1	3.5	1.25	2	2.44	2.25	3.25	1.25	2.75	1	1	1	3
SM_JPN_096	JPN	101	94	68	77	1	F	19	2	N/A	N/A	Human Development	Humanities	TOEIC	615 	31	B1_1	5.33	3.67	9	1.66	1.5	3.5	4.88	4.22	3.56	4.5	4.25	3.75	4.25	6	4	6	6
SM_JPN_097	JPN	73	81	76	61	0	F	30	D	2	N/A	Economics	Social Sciences	TOEIC	815 	46	B2_0	4.67	4.17	8.84	0.5	1.5	2.38	3.88	3	2.89	3.25	3.75	2.75	2.75	2	2	3	2
SM_JPN_098	JPN	60	70	51	69	0	F	21	2	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	520 	34	B1_1	4.5	4.17	8.67	0.33	1	4.13	1.5	2.33	2.89	2.5	3	2.5	3.25	4	4	5	4
SM_JPN_099	JPN	71	75	69	81	0	M	21	4	N/A	N/A	Technology	Sciences & Technology	TOEIC	765 	31	B1_2	5	4	9	1	2	3.75	2.25	2.89	2.89	3	3.5	2.25	3.25	2	2	2	2
SM_JPN_100	JPN	61	65	50	59	0	F	19	1	N/A	N/A	Law	Social Sciences	TOEFL (PBT)	527 	34	B1_2	4.17	4.5	8.67	-0.33	1	3.63	2.88	3.44	2.56	3.25	4.25	1.5	4	5	5	2	5
SM_JPN_101	JPN	55	70	48	66	2	M	23	M	N/A	N/A	Information Systems	Sciences & Technology	TOEIC	450 	32	A2_0	2.5	4.67	7.17	-2.17	1	1.9	1	1.78	1	1.5	1.5	1.25	1.5	1	1	1	1
SM_JPN_102	JPN	85	83	76	82	0	M	18	1	N/A	N/A	Letters	Humanities	TOEFL (PBT)	560	38	B1_2	4.67	3.67	8.34	1	1.5	4.5	3.9	4	3.78	5	3.25	4.25	4.25	5	5	5	5
SM_JPN_103	JPN	65	91	65	78	0	F	19	1	N/A	N/A	Law	Social Sciences	TOEIC	695	38	B1_2	3.67	5.17	8.84	-1.5	1	3.1	3	3.44	2.22	3.25	3.25	2.75	3	4	3	2	3
SM_JPN_104	JPN	89	91	72	78	0	F	24	M	0.5	N/A	Humanities	Humanities	TOEIC	765	39	B1_2	4.67	3.5	8.17	1.17	1.5	2.6	4.3	2.89	3.56	3.75	3.75	3	3.25	5	5	5	5
